Sequence_ID,Functional_Clade_ID
tr|A0ABP9EXW0|A0ABP9EXW0_9GAMM_12_53,BADASP_Clade_1
tr|A0A934SYL5|A0A934SYL5_9BURK_7_48,BADASP_Clade_1
tr|A0A937CNG1|A0A937CNG1_9HYPH_8_49,BADASP_Clade_1
tr|A0A133UGY8|A0A133UGY8_9EURY_6_47,BADASP_Clade_1
tr|A0A917C2Q8|A0A917C2Q8_9PROT_8_49,BADASP_Clade_1
tr|A0ABX2PUX3|A0ABX2PUX3_9RHOB_5_46,BADASP_Clade_1
tr|A0A4R1FY68|A0A4R1FY68_9PAST_12_53,BADASP_Clade_1
tr|A0A7W6RS47|A0A7W6RS47_9HYPH_1_42,BADASP_Clade_1
tr|A0A918KQM1|A0A918KQM1_9PROT_2_43,BADASP_Clade_1
tr|A0A1G5ADS3|A0A1G5ADS3_9BACT_1_42,BADASP_Clade_1
tr|A0A8J2ZJQ5|A0A8J2ZJQ5_9RHOB_10_51,BADASP_Clade_1
tr|A0A258FIH0|A0A258FIH0_9CAUL_6_47,BADASP_Clade_1
tr|A0A5P2BC34|A0A5P2BC34_STRVZ_1_42,BADASP_Clade_1
tr|A0AAF0ZA57|A0AAF0ZA57_9MICO_1_42,BADASP_Clade_1
tr|A0A420WEY4|A0A420WEY4_9PROT_2_43,BADASP_Clade_1
tr|A0A7W9WPX2|A0A7W9WPX2_CASDE_3_44,BADASP_Clade_1
tr|A0A2V1P4K0|A0A2V1P4K0_9RHOB_1_42,BADASP_Clade_1
tr|A0ABV7A056|A0ABV7A056_9PROT_13_54,BADASP_Clade_1
tr|A0A0B9ABK0|A0A0B9ABK0_9SPHN_6_47,BADASP_Clade_1
tr|S9SG08|S9SG08_9RHOB_4_44,BADASP_Clade_1
tr|A0A8J7S8Y5|A0A8J7S8Y5_9PROT_3_44,BADASP_Clade_1
tr|A0A5B8J246|A0A5B8J246_9RHOB_3_44,BADASP_Clade_1
tr|A0ABN0JVJ8|A0ABN0JVJ8_9GAMM_12_53,BADASP_Clade_1
tr|A0A1G9DN16|A0A1G9DN16_9HYPH_10_51,BADASP_Clade_1
tr|C6XP17|C6XP17_HIRBI_1_42,BADASP_Clade_1
tr|A0A7X3FQ72|A0A7X3FQ72_9HYPH_19_59,BADASP_Clade_1
tr|A0AAP9EV92|A0AAP9EV92_GLUTH_14_55,BADASP_Clade_1
tr|A0A840Z3F9|A0A840Z3F9_9SPHN_17_58,BADASP_Clade_1
tr|A0A9E7MAX4|A0A9E7MAX4_9EURY_12_52,BADASP_Clade_1
tr|A0ABR4TSR7|A0ABR4TSR7_9PROT_16_56,BADASP_Clade_1
tr|A0ABQ3VPV3|A0ABQ3VPV3_9CHLR_11_52,BADASP_Clade_1
tr|A0A3B0S9L7|A0A3B0S9L7_9ZZZZ_6_47,BADASP_Clade_1
tr|A0A939HRS7|A0A939HRS7_9PROT_21_62,BADASP_Clade_1
tr|A0ABQ0IYE5|A0ABQ0IYE5_GLUTH_29_70,BADASP_Clade_1
tr|A0A317C850|A0A317C850_9GAMM_1_42,BADASP_Clade_1
tr|F4QHI2|F4QHI2_9CAUL_1_42,BADASP_Clade_1
tr|A0A4Q0YVF3|A0A4Q0YVF3_9GAMM_15_56,BADASP_Clade_1
tr|A0ABQ5V4K3|A0ABQ5V4K3_9PROT_1_42,BADASP_Clade_1
tr|A0ABU5X0L6|A0ABU5X0L6_BORPP_5_46,BADASP_Clade_1
sp|P44580|Y224_HAEIN_19_60,BADASP_Clade_1
tr|A0A1S9ZKL2|A0A1S9ZKL2_9GAMM_5_53,BADASP_Clade_1
tr|A0ABN3R9S0|A0ABN3R9S0_9ACTN_1_25,BADASP_Clade_1
tr|A0ABF7RFH8|A0ABF7RFH8_RALSL_24_65,BADASP_Clade_1
tr|A0A6L6YLB8|A0A6L6YLB8_9BURK_1_42,BADASP_Clade_1
tr|A0ABD5DTA2|A0ABD5DTA2_ACIBA_3_43,BADASP_Clade_1
tr|A0A8G2BM78|A0A8G2BM78_9PROT_6_47,BADASP_Clade_1
tr|A0ABU3RV97|A0ABU3RV97_9MICO_1_39,BADASP_Clade_1
tr|A0A0N8VZI3|A0A0N8VZI3_9CORY_3_44,BADASP_Clade_1
tr|A0A3T0E8N8|A0A3T0E8N8_9PROT_3_44,BADASP_Clade_1
tr|K2NUA0|K2NUA0_9HYPH_30_71,BADASP_Clade_1
tr|N1MLC7|N1MLC7_9SPHN_28_69,BADASP_Clade_1
tr|A0A2S7K314|A0A2S7K314_9PROT_2_43,BADASP_Clade_1
tr|A0A1G4QF97|A0A1G4QF97_9CAUL_10_51,BADASP_Clade_1
tr|A0A9J7BUH0|A0A9J7BUH0_9BACT_24_65,BADASP_Clade_1
tr|T0ZSA6|T0ZSA6_9ZZZZ_13_54,BADASP_Clade_1
tr|A0A239PXT8|A0A239PXT8_9PROT_3_44,BADASP_Clade_1
tr|A0A1S7RQQ9|A0A1S7RQQ9_9HYPH_20_60,BADASP_Clade_1
tr|A0ABQ4Q176|A0ABQ4Q176_9BURK_2_43,BADASP_Clade_1
tr|A0A5D3WHR3|A0A5D3WHR3_9BACT_9_49,BADASP_Clade_1
tr|A0A3B0VM90|A0A3B0VM90_9ZZZZ_11_52,BADASP_Clade_1
tr|A0A0P9AG97|A0A0P9AG97_9CLOT_20_61,BADASP_Clade_1
tr|A0A9D1GQB6|A0A9D1GQB6_9MOLU_3_44,BADASP_Clade_1
tr|A0ABY2X0J3|A0ABY2X0J3_9RHOB_6_47,BADASP_Clade_1
tr|A0A0B5E822|A0A0B5E822_9RHOB_1_42,BADASP_Clade_1
tr|A0A1Q2M2Z3|A0A1Q2M2Z3_9GAMM_8_49,BADASP_Clade_1
tr|A0AAD1G0R0|A0AAD1G0R0_SPHMI_8_49,BADASP_Clade_1
tr|A0A8J3GUJ0|A0A8J3GUJ0_9RHOB_32_73,BADASP_Clade_1
tr|A0A7Y6QD09|A0A7Y6QD09_9HYPH_8_49,BADASP_Clade_1
tr|A0A1X7AU09|A0A1X7AU09_9GAMM_6_47,BADASP_Clade_1
tr|A0A1G7BHJ5|A0A1G7BHJ5_9PROT_8_49,BADASP_Clade_1
tr|A0ABZ0HVM3|A0ABZ0HVM3_9HYPH_7_48,BADASP_Clade_1
tr|A0ABQ1JBU5|A0ABQ1JBU5_9GAMM_7_48,BADASP_Clade_1
tr|A0A1H7JQT4|A0A1H7JQT4_9GAMM_8_49,BADASP_Clade_1
tr|A0A7X0JRV7|A0A7X0JRV7_9GAMM_7_48,BADASP_Clade_1
tr|A0A511R8X0|A0A511R8X0_9DEIN_6_47,BADASP_Clade_1
tr|A0A2V1GX15|A0A2V1GX15_9GAMM_8_49,BADASP_Clade_1
tr|A0A6M4A3L2|A0A6M4A3L2_9BURK_6_47,BADASP_Clade_1
tr|A0AAE3I3Z0|A0AAE3I3Z0_9RALS_1_42,BADASP_Clade_1
tr|A0AA37WNQ6|A0AA37WNQ6_9GAMM_6_47,BADASP_Clade_1
tr|A0ABU5ED23|A0ABU5ED23_9PROT_3_44,BADASP_Clade_5
tr|A0A4P8J3B5|A0A4P8J3B5_9BURK_6_47,BADASP_Clade_5
tr|A0A4P6V2Z3|A0A4P6V2Z3_9HYPH_4_45,BADASP_Clade_5
tr|A0A558DE22|A0A558DE22_9GAMM_13_54,BADASP_Clade_5
tr|A0A1A8TKI1|A0A1A8TKI1_9GAMM_2_43,BADASP_Clade_5
tr|A0A1I1EV46|A0A1I1EV46_9GAMM_6_47,BADASP_Clade_5
tr|A0ABV5LRM7|A0ABV5LRM7_9ACTN_4_45,BADASP_Clade_5
tr|A0A840J765|A0A840J765_9PSEU_24_65,BADASP_Clade_5
tr|A0A193BUE3|A0A193BUE3_AMYOR_1_42,BADASP_Clade_5
tr|A0ABQ2IRV8|A0ABQ2IRV8_9PSEU_54_86,BADASP_Clade_5
tr|A0A2W5QX90|A0A2W5QX90_ANCNO_9_38,BADASP_Clade_5
tr|A0ABP8JWZ4|A0ABP8JWZ4_9MICO_23_54,BADASP_Clade_5
tr|A0A059E2E2|A0A059E2E2_9PROT_22_63,BADASP_Clade_5
tr|A0A160BW51|A0A160BW51_9RALS_3_44,BADASP_Clade_5
tr|Q2T2Y2|Q2T2Y2_BURTA_19_60,BADASP_Clade_5
tr|A0AA41Z8T1|A0AA41Z8T1_9HYPH_23_59,BADASP_Clade_5
tr|A0A0C6P5I9|A0A0C6P5I9_BORBO_19_60,BADASP_Clade_5
tr|A0A2U3N3B7|A0A2U3N3B7_9GAMM_1_42,BADASP_Clade_5
tr|A0ABQ3EKR6|A0ABQ3EKR6_9HYPH_17_58,BADASP_Clade_5
tr|A0AAC9TVW0|A0AAC9TVW0_9GAMM_6_47,BADASP_Clade_5
tr|A0A975K5U5|A0A975K5U5_9SPHN_6_47,BADASP_Clade_5
tr|A0A381SFG3|A0A381SFG3_9ZZZZ_5_46,BADASP_Clade_5
tr|A0A1X1DYP7|A0A1X1DYP7_9GAMM_18_59,BADASP_Clade_1
tr|A0A6J6CWU7|A0A6J6CWU7_9ZZZZ_1_42,BADASP_Clade_1
tr|A0ABS8D3J0|A0ABS8D3J0_9NEIS_3_44,BADASP_Clade_1
tr|A0ABS5FSX0|A0ABS5FSX0_9BRAD_10_51,BADASP_Clade_1
tr|E3BHQ1|E3BHQ1_9VIBR_22_63,BADASP_Clade_1
tr|A0A345YAS8|A0A345YAS8_9SPHN_1_42,BADASP_Clade_1
tr|A0A1S1NYE7|A0A1S1NYE7_9GAMM_10_51,BADASP_Clade_1
tr|A0ABU7LPD1|A0ABU7LPD1_9PROT_4_45,BADASP_Clade_1
tr|A0ABW0ZLL1|A0ABW0ZLL1_9ACTN_1_42,BADASP_Clade_1
tr|A0A139SX01|A0A139SX01_9GAMM_4_45,BADASP_Clade_1
tr|A0A0J6S9V6|A0A0J6S9V6_9HYPH_21_62,BADASP_Clade_1
tr|A0A327JRH3|A0A327JRH3_9HYPH_4_45,BADASP_Clade_1
tr|A0ABW4KTA0|A0ABW4KTA0_9BURK_22_63,BADASP_Clade_1
tr|A0A5D3WLC2|A0A5D3WLC2_9BACT_1_42,BADASP_Clade_1
tr|A0A3D9HKB5|A0A3D9HKB5_9PROT_1_42,BADASP_Clade_1
tr|A0ABR4R336|A0ABR4R336_9BORD_23_64,BADASP_Clade_1
tr|A0A1N7MN52|A0A1N7MN52_9PROT_7_48,BADASP_Clade_1
tr|X7E2Q8|X7E2Q8_9GAMM_3_44,BADASP_Clade_1
tr|A0A1Y2L8L8|A0A1Y2L8L8_9PROT_4_45,BADASP_Clade_1
tr|A0A1X7BV69|A0A1X7BV69_9RHOB_4_45,BADASP_Clade_1
tr|S2KK71|S2KK71_LITA3_1_42,BADASP_Clade_1
tr|A0A433MGH3|A0A433MGH3_9BURK_8_49,BADASP_Clade_1
tr|A0A2S7EWW0|A0A2S7EWW0_9XANT_22_63,BADASP_Clade_1
tr|A0A5P6PBK5|A0A5P6PBK5_9BRAD_26_67,BADASP_Clade_1
tr|Q7MD19|Q7MD19_VIBVY_15_56,BADASP_Clade_1
tr|A0A3S0JX18|A0A3S0JX18_9GAMM_6_47,BADASP_Clade_1
tr|A0A6C0TZI0|A0A6C0TZI0_9GAMM_5_46,BADASP_Clade_1
tr|A0A1M5MZ58|A0A1M5MZ58_9GAMM_12_53,BADASP_Clade_1
tr|A0ABV2QCA0|A0ABV2QCA0_9BURK_10_51,BADASP_Clade_1
tr|A0A0N0GMR4|A0A0N0GMR4_9NEIS_3_44,BADASP_Clade_1
tr|A0A0P0R905|A0A0P0R905_9BURK_12_53,BADASP_Clade_1
tr|A0A248JX06|A0A248JX06_9PROT_10_51,BADASP_Clade_1
tr|A0AAJ6BQ51|A0AAJ6BQ51_9SPHN_8_48,BADASP_Clade_1
tr|A0ABP8H7F4|A0ABP8H7F4_9ACTN_18_58,BADASP_Clade_1
tr|A0ABV7FS55|A0ABV7FS55_9ALTE_19_60,BADASP_Clade_1
tr|A0A1G5NTV0|A0A1G5NTV0_AFIMA_18_59,BADASP_Clade_1
tr|A0ABY8FLL0|A0ABY8FLL0_9GAMM_6_47,BADASP_Clade_1
tr|A0A545UD82|A0A545UD82_9GAMM_7_48,BADASP_Clade_1
tr|A0A1U6HTQ9|A0A1U6HTQ9_9SPHN_3_44,BADASP_Clade_1
tr|A0ABX2EFY5|A0ABX2EFY5_9BURK_7_48,BADASP_Clade_1
tr|A0ABW7CJF3|A0ABW7CJF3_9GAMM_17_50,BADASP_Clade_1
tr|A0A0F3IHH2|A0A0F3IHH2_9PROT_8_49,BADASP_Clade_1
tr|K2P0D3|K2P0D3_9HYPH_17_58,BADASP_Clade_1
tr|A0ABU5DZK1|A0ABU5DZK1_9PROT_7_48,BADASP_Clade_1
tr|A0A367UFM5|A0A367UFM5_9PROT_6_47,BADASP_Clade_1
tr|A0A8J3E0W9|A0A8J3E0W9_9PROT_11_52,BADASP_Clade_1
tr|A0A154L4G7|A0A154L4G7_9PROT_4_45,BADASP_Clade_1
tr|A0A1C2DZ46|A0A1C2DZ46_9HYPH_15_56,BADASP_Clade_1
tr|A0A3N4UNI0|A0A3N4UNI0_9RHOB_4_45,BADASP_Clade_1
tr|A0ABQ1MQ89|A0ABQ1MQ89_9BURK_5_46,BADASP_Clade_1
tr|A0A261QXL3|A0A261QXL3_9BORD_7_48,BADASP_Clade_1
tr|A0A132DQ49|A0A132DQ49_BURVI_5_46,BADASP_Clade_1
tr|A0A2T7UQF3|A0A2T7UQF3_9RHOB_3_44,BADASP_Clade_1
tr|A0A327MIU0|A0A327MIU0_PSEFL_7_48,BADASP_Clade_1
tr|A0A9E6TPL5|A0A9E6TPL5_9PSED_6_47,BADASP_Clade_1
tr|A0ABT5NYN2|A0ABT5NYN2_9PSED_10_51,BADASP_Clade_1
tr|A0A248JRY7|A0A248JRY7_9PROT_6_47,BADASP_Clade_1
tr|A0A3S4B3M7|A0A3S4B3M7_9BRAD_2_43,BADASP_Clade_1
tr|A0A1Y2L7A2|A0A1Y2L7A2_9PROT_8_47,BADASP_Clade_1
tr|A0A1A9F3T0|A0A1A9F3T0_9GAMM_9_50,BADASP_Clade_1
tr|A0A975YLJ6|A0A975YLJ6_9VIBR_6_47,BADASP_Clade_1
tr|A0A1H2PN96|A0A1H2PN96_9BURK_20_61,BADASP_Clade_1
tr|A0ABN6DBX4|A0ABN6DBX4_9BURK_6_47,BADASP_Clade_1
tr|A0ABM8FDZ8|A0ABM8FDZ8_9GAMM_6_47,BADASP_Clade_1
tr|Q21A31|Q21A31_RHOPB_13_54,BADASP_Clade_1
tr|A0A0W0RJ47|A0A0W0RJ47_LEGBO_14_55,BADASP_Clade_1
tr|A0A2A4Z6X8|A0A2A4Z6X8_9PROT_1_41,BADASP_Clade_1
tr|A0A520MD90|A0A520MD90_9GAMM_6_47,BADASP_Clade_1
tr|A0A379G472|A0A379G472_9GAMM_25_66,BADASP_Clade_1
tr|A0A066TKQ1|A0A066TKQ1_9NEIS_3_44,BADASP_Clade_1
tr|A0AAE8G8H6|A0AAE8G8H6_ACIPI_2_43,BADASP_Clade_1
tr|A0A077L2N2|A0A077L2N2_ACIGI_12_53,BADASP_Clade_1
tr|A0A377IYJ5|A0A377IYJ5_9PAST_7_48,BADASP_Clade_1
tr|A0A4R7C9H3|A0A4R7C9H3_9HYPH_6_47,BADASP_Clade_1
tr|A0A1N6PUY9|A0A1N6PUY9_9RHOB_3_44,BADASP_Clade_1
tr|A0A024ED89|A0A024ED89_9PSED_24_65,BADASP_Clade_1
tr|A0A839IN53|A0A839IN53_9GAMM_10_51,BADASP_Clade_1
tr|A0A0M7A8P8|A0A0M7A8P8_9HYPH_14_55,BADASP_Clade_1
tr|A0A839HNI3|A0A839HNI3_9BURK_19_60,BADASP_Clade_1
tr|A0A2A4FQD8|A0A2A4FQD8_9SPHN_3_44,BADASP_Clade_1
tr|A0A3D9HW93|A0A3D9HW93_9PROT_5_46,BADASP_Clade_1
tr|A0A7X1F4F8|A0A7X1F4F8_9SPHN_6_47,BADASP_Clade_1
tr|A0A245ZJC5|A0A245ZJC5_9SPHN_20_60,BADASP_Clade_1
tr|A0ABT7AHT3|A0ABT7AHT3_9HYPH_15_54,BADASP_Clade_1
tr|D5RR36|D5RR36_9PROT_23_64,BADASP_Clade_1
tr|A0A839UM83|A0A839UM83_9GAMM_3_44,BADASP_Clade_1
tr|A0A1B2M033|A0A1B2M033_9GAMM_4_45,BADASP_Clade_1
tr|A0A7G5IJK8|A0A7G5IJK8_9SPHN_1_42,BADASP_Clade_1
tr|A0ABT0S437|A0ABT0S437_9SPHN_7_48,BADASP_Clade_1
tr|A0A059FIC0|A0A059FIC0_9PROT_7_48,BADASP_Clade_1
tr|A0A1N7NVE1|A0A1N7NVE1_9GAMM_3_44,BADASP_Clade_1
tr|A0A1G6VEY5|A0A1G6VEY5_9PROT_3_44,BADASP_Clade_1
tr|A0ABV2BT16|A0ABV2BT16_9GAMM_4_45,BADASP_Clade_1
tr|A0A645ETT0|A0A645ETT0_9ZZZZ_1_42,BADASP_Clade_1
tr|A0AA48GML1|A0AA48GML1_9BACT_6_47,BADASP_Clade_1
tr|A0A1G9LVS6|A0A1G9LVS6_9SPHI_18_59,BADASP_Clade_1
tr|A0A5C6VID2|A0A5C6VID2_9FLAO_7_48,BADASP_Clade_1
tr|H6LAQ9|H6LAQ9_SAPGL_8_49,BADASP_Clade_1
tr|A0A239J9H9|A0A239J9H9_EKHLU_20_61,BADASP_Clade_1
tr|A0A5C1QFV4|A0A5C1QFV4_9SPIO_4_45,BADASP_Clade_1
tr|E1RAT2|E1RAT2_SEDSS_6_47,BADASP_Clade_1
tr|A0A2Z3L8J9|A0A2Z3L8J9_9BACT_3_44,BADASP_Clade_1
tr|A0AAE3QYS9|A0AAE3QYS9_9BACT_7_48,BADASP_Clade_1
tr|B3ES56|B3ES56_AMOA5_5_46,BADASP_Clade_1
tr|A0A1H0LZH2|A0A1H0LZH2_9BACT_2_43,BADASP_Clade_1
tr|A0A6M1T3H7|A0A6M1T3H7_9BACT_6_47,BADASP_Clade_1
tr|A0A9X2RC44|A0A9X2RC44_9BACT_6_47,BADASP_Clade_1
tr|A0A7V4WUB4|A0A7V4WUB4_CALAY_8_49,BADASP_Clade_1
tr|A0A6N6N1I8|A0A6N6N1I8_9BACT_4_45,BADASP_Clade_1
tr|A0ABQ6CQ48|A0ABQ6CQ48_9HYPH_10_51,BADASP_Clade_1
tr|A0AAV3U5A2|A0AAV3U5A2_9ALTE_17_58,BADASP_Clade_1
tr|A0A7Y0DZ92|A0A7Y0DZ92_9PROT_3_44,BADASP_Clade_1
tr|A0A059G3K1|A0A059G3K1_9PROT_5_46,BADASP_Clade_1
tr|A0A1I5GY08|A0A1I5GY08_9HYPH_8_49,BADASP_Clade_1
tr|A0A4R2L5G6|A0A4R2L5G6_9GAMM_7_48,BADASP_Clade_1
tr|A0A368L3F2|A0A368L3F2_9BURK_4_44,BADASP_Clade_1
tr|A0A975G0B8|A0A975G0B8_9CAUL_25_66,BADASP_Clade_1
tr|A0A937X938|A0A937X938_UNCEI_1_39,BADASP_Clade_1
tr|A0A9X3Z7H3|A0A9X3Z7H3_9PROT_11_52,BADASP_Clade_1
tr|A0A395JLC8|A0A395JLC8_9GAMM_7_48,BADASP_Clade_1
tr|A0A261VW76|A0A261VW76_9BORD_20_61,BADASP_Clade_1
tr|A0A062VN80|A0A062VN80_9PROT_14_55,BADASP_Clade_1
tr|A0A6C7EB97|A0A6C7EB97_ILUCY_4_45,BADASP_Clade_1
tr|A0A2Z2NY43|A0A2Z2NY43_9GAMM_5_46,BADASP_Clade_1
tr|A0A1H4DN02|A0A1H4DN02_9RHOB_11_52,BADASP_Clade_1
tr|A0A2Z2NNG1|A0A2Z2NNG1_9GAMM_4_45,BADASP_Clade_1
tr|A0A4U7MY15|A0A4U7MY15_9RHOB_4_45,BADASP_Clade_1
tr|A0A7W6RBM5|A0A7W6RBM5_9PROT_16_57,BADASP_Clade_1
tr|A0ABY6IPS8|A0ABY6IPS8_9HYPH_19_60,BADASP_Clade_1
tr|A0A0M3T1S9|A0A0M3T1S9_9GAMM_4_45,BADASP_Clade_1
tr|A0ABZ0UZ73|A0ABZ0UZ73_9RHOB_20_61,BADASP_Clade_1
tr|A0A5C8PT48|A0A5C8PT48_9HYPH_4_45,BADASP_Clade_1
tr|A0A934IYF5|A0A934IYF5_9HYPH_9_50,BADASP_Clade_1
tr|A0A2T6A016|A0A2T6A016_9RHOB_15_56,BADASP_Clade_1
tr|A0A381Q3Q1|A0A381Q3Q1_9ZZZZ_12_53,BADASP_Clade_1
tr|A0ABS6SFD8|A0ABS6SFD8_9SPHN_4_45,BADASP_Clade_1
tr|A0A1B1NPL4|A0A1B1NPL4_9VIBR_3_44,BADASP_Clade_1
tr|A0A2A7SHP1|A0A2A7SHP1_BURGA_15_56,BADASP_Clade_1
tr|A0A419R1Y3|A0A419R1Y3_9SPHN_18_59,BADASP_Clade_1
tr|A0A8S8XEN1|A0A8S8XEN1_9PROT_13_54,BADASP_Clade_6
tr|A0ABV2P1R7|A0ABV2P1R7_9MICC_6_47,BADASP_Clade_6
tr|A0A0B9A5J1|A0A0B9A5J1_9SPHN_21_62,BADASP_Clade_6
tr|A0A1I6KCH8|A0A1I6KCH8_9SPHN_8_49,BADASP_Clade_6
tr|A0A368E296|A0A368E296_9PROT_8_49,BADASP_Clade_6
tr|A0ABT0E0V1|A0ABT0E0V1_9SPHN_14_55,BADASP_Clade_6
tr|A0A7X1F7F5|A0A7X1F7F5_9SPHN_24_65,BADASP_Clade_6
tr|A0A4P8WH99|A0A4P8WH99_9EURY_4_46,BADASP_Clade_6
tr|A0AAV3T6P4|A0AAV3T6P4_9EURY_25_67,BADASP_Clade_6
tr|A0A7D5KNB1|A0A7D5KNB1_9EURY_5_47,BADASP_Clade_6
tr|L0JP18|L0JP18_NATP1_20_62,BADASP_Clade_6
tr|A0A8S8XCR6|A0A8S8XCR6_9PROT_4_45,BADASP_Clade_6
tr|A0A2N9VSQ6|A0A2N9VSQ6_9HYPH_6_47,BADASP_Clade_6
tr|A0A918N5I4|A0A918N5I4_9GAMM_10_51,BADASP_Clade_6
tr|A0A8S8X8F5|A0A8S8X8F5_9PROT_5_46,BADASP_Clade_1
tr|A0A5C8ZE98|A0A5C8ZE98_9ACTN_14_55,BADASP_Clade_1
tr|A0A075JG88|A0A075JG88_9MICO_28_68,BADASP_Clade_1
tr|A0A3S2Y574|A0A3S2Y574_9PROT_5_45,BADASP_Clade_1
tr|A0A9W6NB45|A0A9W6NB45_9HYPH_6_47,BADASP_Clade_1
tr|A0ABN7JR49|A0ABN7JR49_9HYPH_29_70,BADASP_Clade_1
tr|A0A1H4N5Y1|A0A1H4N5Y1_9BRAD_9_50,BADASP_Clade_1
tr|G6XII3|G6XII3_9PROT_31_72,BADASP_Clade_1
tr|A0A143DBF2|A0A143DBF2_9PROT_6_47,BADASP_Clade_1
tr|A0A7W6N6N5|A0A7W6N6N5_9HYPH_23_64,BADASP_Clade_1
tr|A0A170RVR0|A0A170RVR0_STRLU_19_60,BADASP_Clade_1
tr|A0A1L1PJA5|A0A1L1PJA5_HYDIT_16_57,BADASP_Clade_1
tr|E6UVR0|E6UVR0_VARPE_12_53,BADASP_Clade_1
tr|A0A2T5FZJ8|A0A2T5FZJ8_9SPHN_7_48,BADASP_Clade_1
tr|A0A2S5KHE4|A0A2S5KHE4_9PROT_8_49,BADASP_Clade_1
tr|A0A8A4TS83|A0A8A4TS83_SULCO_10_51,BADASP_Clade_1
tr|A0A9X5LV72|A0A9X5LV72_9ACTN_7_48,BADASP_Clade_1
tr|A0A099KNH3|A0A099KNH3_COLPS_8_49,BADASP_Clade_1
tr|A0A1H2GDU8|A0A1H2GDU8_9BACT_3_44,BADASP_Clade_1
tr|A0A2K9B230|A0A2K9B230_9GAMM_21_62,BADASP_Clade_7
tr|A0A8J3I6X4|A0A8J3I6X4_9CHLR_13_54,BADASP_Clade_7
tr|A0ABR5AZA5|A0ABR5AZA5_BACBA_9_50,BADASP_Clade_7
tr|A0A841PRB0|A0A841PRB0_9BACL_10_51,BADASP_Clade_7
tr|A0ABN1KZH6|A0ABN1KZH6_9BURK_21_62,BADASP_Clade_7
tr|A0A5E4W595|A0A5E4W595_9BURK_20_61,BADASP_Clade_7
tr|A0A934TPG3|A0A934TPG3_9BURK_7_48,BADASP_Clade_7
tr|A0A3S2VYL7|A0A3S2VYL7_9BURK_11_52,BADASP_Clade_7
tr|A0A7L5BW75|A0A7L5BW75_9RHOB_5_46,BADASP_Clade_7
tr|A0A1H9ZXT9|A0A1H9ZXT9_9GAMM_6_47,BADASP_Clade_7
tr|A0A1I0QIN9|A0A1I0QIN9_9BACT_7_48,BADASP_Clade_7
tr|A0A6P2C1D0|A0A6P2C1D0_9ACTN_5_46,BADASP_Clade_7
tr|A0A7W4XVE5|A0A7W4XVE5_KINRA_18_59,BADASP_Clade_7
tr|A0A6J4RA69|A0A6J4RA69_9ACTN_5_46,BADASP_Clade_7
tr|A0A931PTQ5|A0A931PTQ5_FIMGI_7_48,BADASP_Clade_7
tr|A0A0N8PRD6|A0A0N8PRD6_9CHLR_4_45,BADASP_Clade_1
tr|A0A702B827|A0A702B827_SALET_4_45,BADASP_Clade_1
tr|A0A849SNQ0|A0A849SNQ0_UNCEI_1_42,BADASP_Clade_1
tr|A0A1H4BEF2|A0A1H4BEF2_9BACT_7_48,BADASP_Clade_1
tr|A0A562RVL0|A0A562RVL0_9BACT_2_43,BADASP_Clade_1
tr|A0A328FH74|A0A328FH74_9BACT_1_42,BADASP_Clade_1
tr|A0ABN6M678|A0ABN6M678_9BACT_5_46,BADASP_Clade_1
tr|A0A645G8E7|A0A645G8E7_9ZZZZ_2_43,BADASP_Clade_1
tr|A0A5B8VA56|A0A5B8VA56_9BACT_8_49,BADASP_Clade_1
tr|A0A0X8JPH7|A0A0X8JPH7_9BACT_2_43,BADASP_Clade_1
tr|A0A194AEX7|A0A194AEX7_9BACT_2_43,BADASP_Clade_1
tr|A0A143PWI3|A0A143PWI3_LUTPR_8_49,BADASP_Clade_1
tr|A0A7J0BLR1|A0A7J0BLR1_9BACT_11_52,BADASP_Clade_1
tr|A0A8J6MZ52|A0A8J6MZ52_9DELT_1_42,BADASP_Clade_1
tr|A0A2Z6AU84|A0A2Z6AU84_9BACT_13_54,BADASP_Clade_1
tr|A0A1M6H6K5|A0A1M6H6K5_9FIRM_1_42,BADASP_Clade_1
tr|A0A346Y1Y5|A0A346Y1Y5_9ACTN_12_53,BADASP_Clade_1
tr|A0A081C9G0|A0A081C9G0_VECG1_1_42,BADASP_Clade_1
tr|A0A0H4WMB2|A0A0H4WMB2_9BACT_4_45,BADASP_Clade_8
tr|A0ABZ2KF69|A0ABZ2KF69_9BACT_3_44,BADASP_Clade_8
tr|A0ABY9X0H0|A0ABY9X0H0_9BACT_17_58,BADASP_Clade_8
tr|A0A0C2DF07|A0A0C2DF07_9BACT_8_49,BADASP_Clade_8
tr|A0A7W8DZP2|A0A7W8DZP2_9BRAD_30_70,BADASP_Clade_8
tr|A0A222FDW7|A0A222FDW7_9GAMM_14_55,BADASP_Clade_8
tr|A0ABV8TUW6|A0ABV8TUW6_9ACTN_7_48,BADASP_Clade_8
tr|A0A5D3FMH0|A0A5D3FMH0_9ACTN_29_70,BADASP_Clade_8
tr|A0A517MWL6|A0A517MWL6_9BACT_3_44,BADASP_Clade_1
tr|A0A438AEQ5|A0A438AEQ5_9RHOB_24_65,BADASP_Clade_1
tr|A0A4V3URA0|A0A4V3URA0_9GAMM_18_58,BADASP_Clade_1
tr|A0A3Q9FUP2|A0A3Q9FUP2_9BACT_5_46,BADASP_Clade_1
