sequence_id,group_id,group_lca_node,family_id,family_lca_node,subfamily_id,subfamily_lca_node
tr|A0A239PXT8|A0A239PXT8_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A239WPA7|A0A239WPA7_9ACTN,7,InternalNode_2573,27,InternalNode_2672,107,InternalNode_2857
tr|A0A239WYN2|A0A239WYN2_9ACTN,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A242A979|A0A242A979_9ENTE,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A245ZJC5|A0A245ZJC5_9SPHN,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A246DPN8|A0A246DPN8_9HYPH,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A246J7Y6|A0A246J7Y6_9BURK,7,InternalNode_2573,33,InternalNode_3801,140,InternalNode_3808
tr|A0A246JNJ5|A0A246JNJ5_9SPHN,1,InternalNode_6,13,InternalNode_788,54,InternalNode_1133
tr|A0A246JNS2|A0A246JNS2_9SPHN,1,InternalNode_6,13,InternalNode_788,42,InternalNode_808
tr|A0A246JQT0|A0A246JQT0_9SPHN,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A246JQY4|A0A246JQY4_9SPHN,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A246JW65|A0A246JW65_9SPHN,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A246S1Z0|A0A246S1Z0_9GAMM,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A248JPR5|A0A248JPR5_9PROT,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A248JRY7|A0A248JRY7_9PROT,7,InternalNode_2573,33,InternalNode_3801,149,InternalNode_4162
tr|A0A248JW95|A0A248JW95_9PROT,7,InternalNode_2573,35,InternalNode_4683,167,InternalNode_5207
tr|A0A248JX06|A0A248JX06_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A248JXG2|A0A248JXG2_9PROT,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A248K045|A0A248K045_9PROT,7,InternalNode_2573,36,InternalNode_5282,173,InternalNode_5282
tr|A0A248K1D5|A0A248K1D5_9PROT,7,InternalNode_2573,33,InternalNode_3801,143,InternalNode_3928
tr|A0A248LIL3|A0A248LIL3_9NEIS,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A250B4J4|A0A250B4J4_9GAMM,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A252BVQ7|A0A252BVQ7_9PROT,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A252EJU5|A0A252EJU5_9PROT,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A252F6I7|A0A252F6I7_9FIRM,1,InternalNode_6,6,InternalNode_56,8,InternalNode_58
tr|A0A254T9E7|A0A254T9E7_9BURK,4,InternalNode_1644,21,InternalNode_1644,90,InternalNode_2167
tr|A0A255G401|A0A255G401_9ACTN,7,InternalNode_2573,27,InternalNode_2672,107,InternalNode_2857
tr|A0A255GAP1|A0A255GAP1_9ACTN,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A255XQP9|A0A255XQP9_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A255YL68|A0A255YL68_9SPHN,5,InternalNode_2267,22,InternalNode_2267,100,InternalNode_2519
tr|A0A255Z279|A0A255Z279_9PROT,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A255ZQT3|A0A255ZQT3_9FLAO,9,InternalNode_5702,41,InternalNode_5702,181,InternalNode_5855
tr|A0A258D0S5|A0A258D0S5_CAUVI,7,InternalNode_2573,36,InternalNode_5282,173,InternalNode_5282
tr|A0A259TV11|A0A259TV11_9BACT,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A261QXL3|A0A261QXL3_9BORD,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A261RRQ3|A0A261RRQ3_9BORD,7,InternalNode_2573,33,InternalNode_3801,146,InternalNode_3975
tr|A0A263D2Z5|A0A263D2Z5_9PSEU,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A268A9F5|A0A268A9F5_9BACI,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A271IVU6|A0A271IVU6_9BACT,4,InternalNode_1644,21,InternalNode_1644,89,InternalNode_2033
tr|A0A271IXM3|A0A271IXM3_9BACT,5,InternalNode_2267,22,InternalNode_2267,97,InternalNode_2294
tr|A0A285D2U9|A0A285D2U9_9RHOB,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A285EI68|A0A285EI68_9ACTN,1,InternalNode_6,13,InternalNode_788,43,InternalNode_834
tr|A0A285GSD9|A0A285GSD9_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A285GSX8|A0A285GSX8_9FIRM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A285IT45|A0A285IT45_9GAMM,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A285KPY8|A0A285KPY8_9NOCA,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A285N001|A0A285N001_NATPI,1,InternalNode_6,11,InternalNode_506,32,InternalNode_571
tr|A0A285NB04|A0A285NB04_9HYPH,7,InternalNode_2573,29,InternalNode_3031,121,InternalNode_3359
tr|A0A285NCM7|A0A285NCM7_9HYPH,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A285PB65|A0A285PB65_9HYPH,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A285PD97|A0A285PD97_9HYPH,7,InternalNode_2573,35,InternalNode_4683,161,InternalNode_4941
tr|A0A285PJT4|A0A285PJT4_9HYPH,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A285RNK8|A0A285RNK8_9PROT,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A285SN79|A0A285SN79_9RHOB,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A285TEW3|A0A285TEW3_9PROT,7,InternalNode_2573,35,InternalNode_4683,161,InternalNode_4941
tr|A0A285UVI8|A0A285UVI8_9HYPH,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A285VSU5|A0A285VSU5_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A286AAR7|A0A286AAR7_9SPHI,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A286BWC4|A0A286BWC4_9GAMM,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A286G8R0|A0A286G8R0_9PROT,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A286G8Y1|A0A286G8Y1_9PROT,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A286GED2|A0A286GED2_9ACTN,7,InternalNode_2573,27,InternalNode_2672,109,InternalNode_2944
tr|A0A286GHP2|A0A286GHP2_9PROT,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A286H0C4|A0A286H0C4_9PROT,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A286HM57|A0A286HM57_9HYPH,7,InternalNode_2573,33,InternalNode_3801,140,InternalNode_3808
tr|A0A286IGK1|A0A286IGK1_9HYPH,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A290MPT0|A0A290MPT0_CAUVI,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A290MVP0|A0A290MVP0_CAUVI,7,InternalNode_2573,33,InternalNode_3801,149,InternalNode_4162
tr|A0A291RLE1|A0A291RLE1_9NOCA,7,InternalNode_2573,27,InternalNode_2672,108,InternalNode_2894
tr|A0A291RSK7|A0A291RSK7_9NOCA,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A292Z8I2|A0A292Z8I2_SPHSA,7,InternalNode_2573,33,InternalNode_3801,141,InternalNode_3838
tr|A0A2A2EI21|A0A2A2EI21_9BIFI,7,InternalNode_2573,27,InternalNode_2672,107,InternalNode_2857
tr|A0A2A2H146|A0A2A2H146_METBR,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2A2HB12|A0A2A2HB12_9EURY,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A2A2KGC7|A0A2A2KGC7_9BILA,7,InternalNode_2573,29,InternalNode_3031,112,InternalNode_3035
tr|A0A2A2MY13|A0A2A2MY13_9VIBR,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A2A2WP54|A0A2A2WP54_9ACTN,7,InternalNode_2573,27,InternalNode_2672,105,InternalNode_2674
tr|A0A2A3TT37|A0A2A3TT37_LEVBR,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A2A4ERP8|A0A2A4ERP8_9BURK,7,InternalNode_2573,33,InternalNode_3801,148,InternalNode_4052
tr|A0A2A4FQD8|A0A2A4FQD8_9SPHN,7,InternalNode_2573,33,InternalNode_3801,149,InternalNode_4162
tr|A0A2A4GTV1|A0A2A4GTV1_9STAP,4,InternalNode_1644,21,InternalNode_1644,80,InternalNode_1808
tr|A0A2A4SWF2|A0A2A4SWF2_9DELT,7,InternalNode_2573,35,InternalNode_4683,169,InternalNode_5231
tr|A0A2A4XJ10|A0A2A4XJ10_9GAMM,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A2A4YVU8|A0A2A4YVU8_9PROT,7,InternalNode_2573,33,InternalNode_3801,146,InternalNode_3975
tr|A0A2A4YZ60|A0A2A4YZ60_9PROT,7,InternalNode_2573,33,InternalNode_3801,139,InternalNode_3803
tr|A0A2A4Z3H2|A0A2A4Z3H2_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2A4Z9P8|A0A2A4Z9P8_9PROT,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A2A5J0V0|A0A2A5J0V0_BACPU,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A2A5JL48|A0A2A5JL48_PSEO7,7,InternalNode_2573,38,InternalNode_5650,175,InternalNode_5650
tr|A0A2A5RZ41|A0A2A5RZ41_9LACT,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A2A5S034|A0A2A5S034_9LACT,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A2A5S229|A0A2A5S229_9LACT,4,InternalNode_1644,21,InternalNode_1644,75,InternalNode_1653
tr|A0A2A5S4S8|A0A2A5S4S8_9LACT,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A2A7N6N2|A0A2A7N6N2_MYCAG,1,InternalNode_6,13,InternalNode_788,43,InternalNode_834
tr|A0A2A9DPP9|A0A2A9DPP9_9CORY,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2A9FAG9|A0A2A9FAG9_9PSEU,5,InternalNode_2267,22,InternalNode_2267,98,InternalNode_2375
tr|A0A2B8BIB2|A0A2B8BIB2_9PROT,7,InternalNode_2573,35,InternalNode_4683,162,InternalNode_4960
tr|A0A2C9D5V2|A0A2C9D5V2_9HYPH,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2C9EPG3|A0A2C9EPG3_PSEPH,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A2D1U1G0|A0A2D1U1G0_9SPHI,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A2D2AW76|A0A2D2AW76_9CAUL,7,InternalNode_2573,36,InternalNode_5282,173,InternalNode_5282
tr|A0A2D6LZS8|A0A2D6LZS8_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2D6M1P5|A0A2D6M1P5_9ARCH,7,InternalNode_2573,30,InternalNode_3443,128,InternalNode_3449
tr|A0A2G0CI79|A0A2G0CI79_9BACT,1,InternalNode_6,14,InternalNode_1427,63,InternalNode_1438
tr|A0A2G1MJQ3|A0A2G1MJQ3_9RHOB,7,InternalNode_2573,29,InternalNode_3031,115,InternalNode_3286
tr|A0A2G3E061|A0A2G3E061_9FIRM,1,InternalNode_6,11,InternalNode_506,26,InternalNode_507
tr|A0A2G3E1L9|A0A2G3E1L9_9FIRM,4,InternalNode_1644,21,InternalNode_1644,92,InternalNode_2222
tr|A0A2G3E315|A0A2G3E315_9FIRM,1,InternalNode_6,11,InternalNode_506,26,InternalNode_507
tr|A0A2G4YNA8|A0A2G4YNA8_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2G4YNJ4|A0A2G4YNJ4_9PROT,7,InternalNode_2573,33,InternalNode_3801,142,InternalNode_3871
tr|A0A2G4YP27|A0A2G4YP27_9PROT,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A2G4YTE5|A0A2G4YTE5_9PROT,7,InternalNode_2573,33,InternalNode_3801,145,InternalNode_3955
tr|A0A2G4YVN0|A0A2G4YVN0_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2G4YW00|A0A2G4YW00_9PROT,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2G5K192|A0A2G5K192_9RHOB,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A2G5K455|A0A2G5K455_9RHOB,7,InternalNode_2573,29,InternalNode_3031,115,InternalNode_3286
tr|A0A2G5K916|A0A2G5K916_9RHOB,7,InternalNode_2573,33,InternalNode_3801,141,InternalNode_3838
tr|A0A2G6JAI5|A0A2G6JAI5_NEPCE,7,InternalNode_2573,33,InternalNode_3801,146,InternalNode_3975
tr|A0A2G6K959|A0A2G6K959_9ACTN,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2G8T342|A0A2G8T342_9BURK,7,InternalNode_2573,33,InternalNode_3801,148,InternalNode_4052
tr|A0A2G9C2G8|A0A2G9C2G8_9BURK,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A2G9C4S6|A0A2G9C4S6_9BURK,7,InternalNode_2573,33,InternalNode_3801,148,InternalNode_4052
tr|A0A2G9X307|A0A2G9X307_9HYPH,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A2G9YLL0|A0A2G9YLL0_9BACT,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A2H0LYQ0|A0A2H0LYQ0_9BACT,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A2H0YNW0|A0A2H0YNW0_9BACT,1,InternalNode_6,13,InternalNode_788,48,InternalNode_1036
tr|A0A2H1EHD1|A0A2H1EHD1_9ARCH,1,InternalNode_6,2,InternalNode_27,4,InternalNode_27
tr|A0A2H1FDU4|A0A2H1FDU4_9ARCH,1,InternalNode_6,2,InternalNode_27,4,InternalNode_27
tr|A0A2H1JAG4|A0A2H1JAG4_9MICO,7,InternalNode_2573,26,InternalNode_2662,104,InternalNode_2662
tr|A0A2H1L834|A0A2H1L834_9MICO,7,InternalNode_2573,30,InternalNode_3443,134,InternalNode_3495
tr|A0A2H3NM58|A0A2H3NM58_9BACT,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2H5F635|A0A2H5F635_9RHOB,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2I0QUA8|A0A2I0QUA8_9BACI,1,InternalNode_6,13,InternalNode_788,45,InternalNode_845
tr|A0A2I0R0Z1|A0A2I0R0Z1_9FLAO,9,InternalNode_5702,41,InternalNode_5702,180,InternalNode_5817
tr|A0A2I7N9L6|A0A2I7N9L6_9NEIS,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2I7WAJ4|A0A2I7WAJ4_MYCTX,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2I8VEQ5|A0A2I8VEQ5_9EURY,1,InternalNode_6,10,InternalNode_274,21,InternalNode_277
tr|A0A2I8VGN6|A0A2I8VGN6_9EURY,1,InternalNode_6,12,InternalNode_632,33,InternalNode_635
tr|A0A2I8VK06|A0A2I8VK06_9EURY,1,InternalNode_6,12,InternalNode_632,33,InternalNode_635
tr|A0A2J0Q1T2|A0A2J0Q1T2_9ENTR,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A2J8B4A4|A0A2J8B4A4_9FIRM,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A2K2FZZ4|A0A2K2FZZ4_9SPHN,7,InternalNode_2573,35,InternalNode_4683,157,InternalNode_4684
tr|A0A2K5ANK6|A0A2K5ANK6_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2K5ANX8|A0A2K5ANX8_9ARCH,1,InternalNode_6,9,InternalNode_120,15,InternalNode_198
tr|A0A2K5AS04|A0A2K5AS04_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2K5AST4|A0A2K5AST4_9ARCH,1,InternalNode_6,9,InternalNode_120,15,InternalNode_198
tr|A0A2K8KPG9|A0A2K8KPG9_9GAMM,7,InternalNode_2573,34,InternalNode_4296,153,InternalNode_4297
tr|A0A2K8QG86|A0A2K8QG86_9GAMM,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2K9AP32|A0A2K9AP32_9GAMM,1,InternalNode_6,14,InternalNode_1427,63,InternalNode_1438
tr|A0A2K9B230|A0A2K9B230_9GAMM,8,InternalNode_5677,40,InternalNode_5677,177,InternalNode_5677
tr|A0A2K9DDP9|A0A2K9DDP9_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2K9EDZ6|A0A2K9EDZ6_9RHOB,7,InternalNode_2573,29,InternalNode_3031,122,InternalNode_3364
tr|A0A2K9MHX7|A0A2K9MHX7_9RHOB,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A2K9P2P5|A0A2K9P2P5_9FIRM,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A2K9PJZ8|A0A2K9PJZ8_9FLAO,4,InternalNode_1644,21,InternalNode_1644,91,InternalNode_2180
tr|A0A2K9Z1C8|A0A2K9Z1C8_RHILE,7,InternalNode_2573,33,InternalNode_3801,141,InternalNode_3838
tr|A0A2K9ZGQ3|A0A2K9ZGQ3_RHILE,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A2L0HBF1|A0A2L0HBF1_RHIFR,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A2L1J5J9|A0A2L1J5J9_9PSED,7,InternalNode_2573,34,InternalNode_4296,154,InternalNode_4442
tr|A0A2L1KSY3|A0A2L1KSY3_KLEPN,7,InternalNode_2573,29,InternalNode_3031,114,InternalNode_3151
tr|A0A2M8LVU7|A0A2M8LVU7_9ACTN,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2M8QDT4|A0A2M8QDT4_9CHLR,4,InternalNode_1644,21,InternalNode_1644,89,InternalNode_2033
tr|A0A2M9D316|A0A2M9D316_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2M9D6H5|A0A2M9D6H5_9MICO,7,InternalNode_2573,30,InternalNode_3443,134,InternalNode_3495
tr|A0A2M9D7J9|A0A2M9D7J9_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2N0H2X2|A0A2N0H2X2_9SPHN,1,InternalNode_6,11,InternalNode_506,26,InternalNode_507
tr|A0A2N0H2Y0|A0A2N0H2Y0_9SPHN,1,InternalNode_6,13,InternalNode_788,54,InternalNode_1133
tr|A0A2N0UPF6|A0A2N0UPF6_9FIRM,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A2N1PM70|A0A2N1PM70_9BACT,1,InternalNode_6,14,InternalNode_1427,63,InternalNode_1438
tr|A0A2N3HJW4|A0A2N3HJW4_9FLAO,9,InternalNode_5702,41,InternalNode_5702,183,InternalNode_5908
tr|A0A2N3KEF2|A0A2N3KEF2_9PROT,7,InternalNode_2573,29,InternalNode_3031,113,InternalNode_3073
tr|A0A2N3PTB1|A0A2N3PTB1_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2N5CGA1|A0A2N5CGA1_9BURK,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A2N5DWP4|A0A2N5DWP4_9GAMM,7,InternalNode_2573,33,InternalNode_3801,148,InternalNode_4052
tr|A0A2N5H9P1|A0A2N5H9P1_9BACI,4,InternalNode_1644,21,InternalNode_1644,76,InternalNode_1719
tr|A0A2N5M2J5|A0A2N5M2J5_9BACI,4,InternalNode_1644,21,InternalNode_1644,79,InternalNode_1776
tr|A0A2N5X5X6|A0A2N5X5X6_9GAMM,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2N5XKU7|A0A2N5XKU7_9HYPH,7,InternalNode_2573,29,InternalNode_3031,121,InternalNode_3359
tr|A0A2N5XNA7|A0A2N5XNA7_9HYPH,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A2N5XR67|A0A2N5XR67_9HYPH,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A2N5Y3W5|A0A2N5Y3W5_9GAMM,7,InternalNode_2573,33,InternalNode_3801,146,InternalNode_3975
tr|A0A2N6CYB5|A0A2N6CYB5_9GAMM,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A2N6D0S9|A0A2N6D0S9_9GAMM,7,InternalNode_2573,35,InternalNode_4683,162,InternalNode_4960
tr|A0A2N7S3T5|A0A2N7S3T5_9MICC,7,InternalNode_2573,27,InternalNode_2672,105,InternalNode_2674
tr|A0A2N8HBL9|A0A2N8HBL9_9BACT,1,InternalNode_6,10,InternalNode_274,24,InternalNode_333
tr|A0A2N8P996|A0A2N8P996_STRNR,4,InternalNode_1644,21,InternalNode_1644,89,InternalNode_2033
tr|A0A2N9JN07|A0A2N9JN07_9ACTN,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2N9L3U6|A0A2N9L3U6_9BACT,4,InternalNode_1644,21,InternalNode_1644,89,InternalNode_2033
tr|A0A2N9L715|A0A2N9L715_9BACT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2N9W115|A0A2N9W115_9HYPH,5,InternalNode_2267,22,InternalNode_2267,98,InternalNode_2375
tr|A0A2P2C038|A0A2P2C038_9ZZZZ,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2P2E740|A0A2P2E740_9PROT,7,InternalNode_2573,37,InternalNode_5311,174,InternalNode_5311
tr|A0A2P5K811|A0A2P5K811_9BURK,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A2P6ME43|A0A2P6ME43_ALKUR,4,InternalNode_1644,21,InternalNode_1644,80,InternalNode_1808
tr|A0A2P7AN26|A0A2P7AN26_9HYPH,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A2P7B2L9|A0A2P7B2L9_9HYPH,7,InternalNode_2573,33,InternalNode_3801,149,InternalNode_4162
tr|A0A2P7QH52|A0A2P7QH52_9SPHN,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A2P7R8D7|A0A2P7R8D7_9GAMM,7,InternalNode_2573,33,InternalNode_3801,151,InternalNode_4206
tr|A0A2P7STH3|A0A2P7STH3_9HYPH,7,InternalNode_2573,33,InternalNode_3801,141,InternalNode_3838
tr|A0A2P8CD36|A0A2P8CD36_9BACT,1,InternalNode_6,14,InternalNode_1427,63,InternalNode_1438
tr|A0A2P8DBB3|A0A2P8DBB3_9BACT,9,InternalNode_5702,41,InternalNode_5702,179,InternalNode_5734
tr|A0A2P8FH78|A0A2P8FH78_9RHOB,7,InternalNode_2573,29,InternalNode_3031,118,InternalNode_3302
tr|A0A2P8GYH3|A0A2P8GYH3_9MICO,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2P9AG78|A0A2P9AG78_9HYPH,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A2R4M5C8|A0A2R4M5C8_9RHOB,7,InternalNode_2573,31,InternalNode_3531,135,InternalNode_3533
tr|A0A2R4MGS1|A0A2R4MGS1_9HYPH,4,InternalNode_1644,21,InternalNode_1644,86,InternalNode_1954
tr|A0A2R4VQW5|A0A2R4VQW5_9PROT,7,InternalNode_2573,35,InternalNode_4683,166,InternalNode_4995
tr|A0A2R4W215|A0A2R4W215_THEAF,1,InternalNode_6,13,InternalNode_788,58,InternalNode_1197
tr|A0A2R4WFC3|A0A2R4WFC3_9HYPH,7,InternalNode_2573,33,InternalNode_3801,140,InternalNode_3808
tr|A0A2R4X0S2|A0A2R4X0S2_9EURY,1,InternalNode_6,11,InternalNode_506,32,InternalNode_571
tr|A0A2R4XGP2|A0A2R4XGP2_9BURK,5,InternalNode_2267,22,InternalNode_2267,100,InternalNode_2519
tr|A0A2R6A7Z5|A0A2R6A7Z5_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R6A844|A0A2R6A844_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R6A954|A0A2R6A954_9ARCH,1,InternalNode_6,12,InternalNode_632,39,InternalNode_756
tr|A0A2R6ABQ0|A0A2R6ABQ0_9ARCH,1,InternalNode_6,9,InternalNode_120,15,InternalNode_198
tr|A0A2R6ACG4|A0A2R6ACG4_9ARCH,1,InternalNode_6,10,InternalNode_274,21,InternalNode_277
tr|A0A2R6AIT5|A0A2R6AIT5_9ARCH,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A2R6AWQ7|A0A2R6AWQ7_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R6AWW3|A0A2R6AWW3_9ARCH,1,InternalNode_6,5,InternalNode_37,7,InternalNode_37
tr|A0A2R6B0Q7|A0A2R6B0Q7_9ARCH,1,InternalNode_6,9,InternalNode_120,15,InternalNode_198
tr|A0A2R6B887|A0A2R6B887_9ARCH,1,InternalNode_6,12,InternalNode_632,39,InternalNode_756
tr|A0A2R6BZK3|A0A2R6BZK3_9ARCH,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A2R7Y0X3|A0A2R7Y0X3_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R7Y1B1|A0A2R7Y1B1_9ARCH,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R7Y4N8|A0A2R7Y4N8_9CREN,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
tr|A0A2R7Y6V9|A0A2R7Y6V9_9CREN,7,InternalNode_2573,30,InternalNode_3443,129,InternalNode_3480
tr|A0A2R7Y6W2|A0A2R7Y6W2_9CREN,1,InternalNode_6,9,InternalNode_120,18,InternalNode_213
tr|A0A2R7Y6X4|A0A2R7Y6X4_9CREN,1,InternalNode_6,9,InternalNode_120,14,InternalNode_137
